id,club,name,date,time,description,image
71,13,Workshop with Beta,2024-07-13,15:00:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
70,13,Fundraiser with Beta,2023-12-29,13:00:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
69,13,Speaker Night with Beta,2023-09-24,18:30:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
68,13,Study Session with Beta,2023-03-18,10:30:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
67,13,Fundraiser with Beta,2023-03-15,14:00:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
66,13,Guest Lecture with Beta,2023-01-13,17:30:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
65,13,Game Night with Beta,2022-10-22,18:30:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
64,13,Guest Lecture with Beta,2022-10-08,10:30:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
63,13,Hackathon with Beta,2022-06-03,11:30:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
62,12,Meet & Greet with Association,2026-06-18,15:00:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
61,12,Community Outreach with Association,2025-05-22,10:00:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
60,12,Study Session with Association,2025-04-28,12:30:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
59,12,Study Session with Association,2025-04-11,10:00:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
58,12,Speaker Night with Association,2025-02-01,10:30:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
57,12,Game Night with Association,2024-12-23,15:30:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
56,12,Speaker Night with Association,2024-10-29,10:30:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
55,12,Fundraiser with Association,2024-10-26,15:30:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
54,12,Fundraiser with Association,2024-05-30,14:00:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
53,12,Meet & Greet with Association,2024-04-27,12:00:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
52,12,Workshop with Association,2024-01-07,18:00:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
51,12,Fundraiser with Association,2023-11-26,16:30:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
50,12,Community Outreach with Association,2023-09-11,17:00:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
49,12,Game Night with Association,2023-08-16,17:30:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
48,12,Social with Association,2023-08-05,16:30:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
47,12,Fundraiser with Association,2023-07-05,10:30:00,A great opportunity for students to engage with Association for Medical Laboratory Technicians (AMLT).,defaultevent.png
44,11,Community Outreach with Amateur,2026-04-14,10:00:00,A great opportunity for students to engage with Amateur Radio Society.,defaultevent.png
43,11,Fundraiser with Amateur,2024-04-05,10:30:00,A great opportunity for students to engage with Amateur Radio Society.,defaultevent.png
42,11,Speaker Night with Amateur,2023-07-28,16:30:00,A great opportunity for students to engage with Amateur Radio Society.,defaultevent.png
41,11,Hackathon with Amateur,2022-12-21,10:00:00,A great opportunity for students to engage with Amateur Radio Society.,defaultevent.png
40,11,Community Outreach with Amateur,2022-10-19,10:30:00,A great opportunity for students to engage with Amateur Radio Society.,defaultevent.png
